"check_id","pass","detail","checked_on","source"
"M_exists_Nge4_0172",TRUE,"exists=TRUE; E=0.88000000; B=0.38200000; C=0.02000000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0172",TRUE,"E-C=0.86000000; o1-c=0.86000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0172",TRUE,"o0=0.50000000; c=0.04000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0172",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0172",TRUE,"limit=0.02800000; K=0.37800000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0173",TRUE,"enumerated=0.90000000; E=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0173",TRUE,"feasible=TRUE; enumerated=0.39333333; B=0.39333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0173",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.03333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0173",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0173",TRUE,"exists=TRUE; E=0.90000000; B=0.39333333; C=0.03333333; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0173",TRUE,"E-C=0.86666667; o1-c=0.86666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0173",TRUE,"o0=0.50000000; c=0.03333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0173",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0173",TRUE,"limit=0.02500000; K=0.37500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0174",TRUE,"enumerated=0.88571429; E=0.88571429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0174",TRUE,"feasible=TRUE; enumerated=0.37571429; B=0.37571429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0174",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.01428571","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0174",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0174",TRUE,"exists=TRUE; E=0.88571429; B=0.37571429; C=0.01428571; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0174",TRUE,"E-C=0.87142857; o1-c=0.87142857","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0174",TRUE,"o0=0.50000000; c=0.02857143","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0174",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0174",TRUE,"limit=0.02285714; K=0.37285714","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0175",TRUE,"enumerated=0.90000000; E=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0175",TRUE,"feasible=TRUE; enumerated=0.38500000; B=0.38500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0175",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.02500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0175",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0175",TRUE,"exists=TRUE; E=0.90000000; B=0.38500000; C=0.02500000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0175",TRUE,"E-C=0.87500000; o1-c=0.87500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0175",TRUE,"o0=0.50000000; c=0.02500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0175",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0175",TRUE,"limit=0.02125000; K=0.37125000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0176",TRUE,"enumerated=0.88888889; E=0.88888889","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0176",TRUE,"feasible=TRUE; enumerated=0.37222222; B=0.37222222","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0176",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.01111111","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0176",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0176",TRUE,"exists=TRUE; E=0.88888889; B=0.37222222; C=0.01111111; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0176",TRUE,"E-C=0.87777778; o1-c=0.87777778","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0176",TRUE,"o0=0.50000000; c=0.02222222","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0176",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0176",TRUE,"limit=0.02000000; K=0.37000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0177",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0177",TRUE,"feasible=TRUE; enumerated=0.47500000; B=0.47500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0177",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0177",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_N3_TY_0177",TRUE,"value=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0177",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0177",TRUE,"limit=-0.01250000; K=0.33750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0178",TRUE,"enumerated=0.66666667; E=0.66666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0178",TRUE,"feasible=TRUE; enumerated=0.31666667; B=0.31666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0178",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.06666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0178",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0178",TRUE,"exists=TRUE; E=0.66666667; B=0.31666667; C=-0.06666667; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0178",TRUE,"E-C=0.73333333; o1-c=0.73333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0178",TRUE,"o0=0.50000000; c=0.16666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0178",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0178",TRUE,"limit=-0.05000000; K=0.30000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0179",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0179",TRUE,"feasible=TRUE; enumerated=0.35000000; B=0.35000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0179",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.02500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0179",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0179",TRUE,"exists=TRUE; E=0.75000000; B=0.35000000; C=-0.02500000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0179",TRUE,"E-C=0.77500000; o1-c=0.77500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0179",TRUE,"o0=0.50000000; c=0.12500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0179",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0179",TRUE,"limit=-0.06875000; K=0.28125000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0180",TRUE,"enumerated=0.70000000; E=0.70000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0180",TRUE,"feasible=TRUE; enumerated=0.28000000; B=0.28000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0180",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0180",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0180",TRUE,"exists=TRUE; E=0.70000000; B=0.28000000; C=-0.10000000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0180",TRUE,"E-C=0.80000000; o1-c=0.80000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0180",TRUE,"o0=0.50000000; c=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0180",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0180",TRUE,"limit=-0.08000000; K=0.27000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0181",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0181",TRUE,"feasible=TRUE; enumerated=0.30833333; B=0.30833333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0181",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.06666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0181",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0181",TRUE,"exists=TRUE; E=0.75000000; B=0.30833333; C=-0.06666667; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0181",TRUE,"E-C=0.81666667; o1-c=0.81666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0181",TRUE,"o0=0.50000000; c=0.08333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0181",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0181",TRUE,"limit=-0.08750000; K=0.26250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0182",TRUE,"enumerated=0.71428571; E=0.71428571","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0182",TRUE,"feasible=TRUE; enumerated=0.26428571; B=0.26428571","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0182",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.11428571","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0182",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0182",TRUE,"exists=TRUE; E=0.71428571; B=0.26428571; C=-0.11428571; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0182",TRUE,"E-C=0.82857143; o1-c=0.82857143","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0182",TRUE,"o0=0.50000000; c=0.07142857","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0182",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0182",TRUE,"limit=-0.09285714; K=0.25714286","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0183",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0183",TRUE,"feasible=TRUE; enumerated=0.28750000; B=0.28750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0183",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.08750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0183",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0183",TRUE,"exists=TRUE; E=0.75000000; B=0.28750000; C=-0.08750000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0183",TRUE,"E-C=0.83750000; o1-c=0.83750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0183",TRUE,"o0=0.50000000; c=0.06250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0183",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0183",TRUE,"limit=-0.09687500; K=0.25312500","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0184",TRUE,"enumerated=0.72222222; E=0.72222222","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0184",TRUE,"feasible=TRUE; enumerated=0.25555556; B=0.25555556","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0184",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.12222222","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0184",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0184",TRUE,"exists=TRUE; E=0.72222222; B=0.25555556; C=-0.12222222; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0184",TRUE,"E-C=0.84444444; o1-c=0.84444444","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0184",TRUE,"o0=0.50000000; c=0.05555556","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0184",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0184",TRUE,"limit=-0.10000000; K=0.25000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0185",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0185",TRUE,"feasible=TRUE; enumerated=0.49500000; B=0.49500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0185",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0185",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_N3_TY_0185",TRUE,"value=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0185",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0185",TRUE,"limit=-0.10250000; K=0.24750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0186",TRUE,"enumerated=0.40000000; E=0.40000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0186",TRUE,"feasible=TRUE; enumerated=0.21000000; B=0.21000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0186",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.20000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0186",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0186",TRUE,"exists=TRUE; E=0.40000000; B=0.21000000; C=-0.20000000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0186",TRUE,"E-C=0.60000000; o1-c=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0186",TRUE,"o0=0.50000000; c=0.30000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0186",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0186",TRUE,"limit=-0.17000000; K=0.18000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0187",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0187",TRUE,"feasible=TRUE; enumerated=0.27000000; B=0.27000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0187",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.12500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0187",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0187",TRUE,"exists=TRUE; E=0.55000000; B=0.27000000; C=-0.12500000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0187",TRUE,"E-C=0.67500000; o1-c=0.67500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0187",TRUE,"o0=0.50000000; c=0.22500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0187",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0187",TRUE,"limit=-0.20375000; K=0.14625000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0188",TRUE,"enumerated=0.46000000; E=0.46000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0188",TRUE,"feasible=TRUE; enumerated=0.14400000; B=0.14400000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0188",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.26000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0188",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0188",TRUE,"exists=TRUE; E=0.46000000; B=0.14400000; C=-0.26000000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0188",TRUE,"E-C=0.72000000; o1-c=0.72000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0188",TRUE,"o0=0.50000000; c=0.18000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0188",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0188",TRUE,"limit=-0.22400000; K=0.12600000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0189",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0189",TRUE,"feasible=TRUE; enumerated=0.19500000; B=0.19500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0189",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.20000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0189",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0189",TRUE,"exists=TRUE; E=0.55000000; B=0.19500000; C=-0.20000000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0189",TRUE,"E-C=0.75000000; o1-c=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0189",TRUE,"o0=0.50000000; c=0.15000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0189",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0189",TRUE,"limit=-0.23750000; K=0.11250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0190",TRUE,"enumerated=0.48571429; E=0.48571429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0190",TRUE,"feasible=TRUE; enumerated=0.11571429; B=0.11571429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0190",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.28571429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0190",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0190",TRUE,"exists=TRUE; E=0.48571429; B=0.11571429; C=-0.28571429; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0190",TRUE,"E-C=0.77142857; o1-c=0.77142857","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0190",TRUE,"o0=0.50000000; c=0.12857143","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0190",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0190",TRUE,"limit=-0.24714286; K=0.10285714","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0191",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0191",TRUE,"feasible=TRUE; enumerated=0.15750000; B=0.15750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0191",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.23750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0191",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0191",TRUE,"exists=TRUE; E=0.55000000; B=0.15750000; C=-0.23750000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0191",TRUE,"E-C=0.78750000; o1-c=0.78750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0191",TRUE,"o0=0.50000000; c=0.11250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0191",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0191",TRUE,"limit=-0.25437500; K=0.09562500","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0192",TRUE,"enumerated=0.50000000; E=0.50000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0192",TRUE,"feasible=TRUE; enumerated=0.10000000; B=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0192",TRUE,"active_feasible=FALSE; enumerated=absent; C=-0.30000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0192",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0192",TRUE,"exists=TRUE; E=0.50000000; B=0.10000000; C=-0.30000000; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0192",TRUE,"E-C=0.80000000; o1-c=0.80000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0192",TRUE,"o0=0.50000000; c=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0192",TRUE,"bar_y=0.90000000; o1=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0192",TRUE,"limit=-0.26000000; K=0.09000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0193",TRUE,"enumerated=0.90000000; E=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0193",TRUE,"feasible=TRUE; enumerated=0.52500000; B=0.52500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0193",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.70000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0193",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_N3_TY_0193",TRUE,"value=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0193",TRUE,"bar_y=0.30000000; o1=0.30000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0193",TRUE,"limit=0.63000000; K=0.42750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0194",TRUE,"enumerated=0.86666667; E=0.86666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0194",TRUE,"feasible=TRUE; enumerated=0.47500000; B=0.47500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0194",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.63333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0194",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0194",TRUE,"exists=TRUE; E=0.86666667; B=0.47500000; C=0.63333333; pool=FALSE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0194",TRUE,"E-C=0.23333333; o1-c=0.23333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0194",TRUE,"cutoff=0.02040816; mu=0.50000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0194",TRUE,"bar_y=0.30000000; o1=0.30000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0194",TRUE,"limit=0.60666667; K=0.41166667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0195",TRUE,"enumerated=0.90000000; E=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0195",TRUE,"feasible=TRUE; enumerated=0.47500000; B=0.47500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0195",TRUE,"active_feasible=FALSE; enumerated=absent; C=0.65000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0195",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
