"check_id","pass","detail","checked_on","source"
"M_low_r_branch_0631",TRUE,"feasible=TRUE; enumerated=0.79000000; B=0.79000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0631",TRUE,"active_feasible=TRUE; enumerated=0.32500000; C=0.32500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0631",TRUE,"actual=4,5,6,7; expected=4,5,6,7","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0631",TRUE,"exists=TRUE; E=0.90000000; B=0.79000000; C=0.32500000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0631",TRUE,"E-C=0.57500000; o1-c=0.57500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0631",TRUE,"o0=0.05000000; c=0.02500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0631",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0631",TRUE,"limit=0.25037500; K=0.70537500","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0632",TRUE,"enumerated=0.88888889; E=0.88888889","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0632",TRUE,"feasible=TRUE; enumerated=0.77722222; B=0.77722222","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0632",TRUE,"active_feasible=TRUE; enumerated=0.31111111; C=0.31111111","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0632",TRUE,"actual=5,6,7,8; expected=5,6,7,8","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0632",TRUE,"exists=TRUE; E=0.88888889; B=0.77722222; C=0.31111111; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0632",TRUE,"E-C=0.57777778; o1-c=0.57777778","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0632",TRUE,"o0=0.05000000; c=0.02222222","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0632",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0632",TRUE,"limit=0.24800000; K=0.70300000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0633",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0633",TRUE,"feasible=TRUE; enumerated=0.88000000; B=0.88000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0633",TRUE,"active_feasible=TRUE; enumerated=0.40000000; C=0.40000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0633",TRUE,"actual=1; expected=1","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_N3_TY_0633",TRUE,"value=0.88000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0633",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0633",TRUE,"limit=0.18625000; K=0.64125000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0634",TRUE,"enumerated=0.66666667; E=0.66666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0634",TRUE,"feasible=TRUE; enumerated=0.72166667; B=0.72166667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0634",TRUE,"active_feasible=TRUE; enumerated=0.23333333; C=0.23333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0634",TRUE,"actual=2; expected=2","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0634",TRUE,"exists=FALSE; E=0.66666667; B=0.72166667; C=0.23333333; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0634",TRUE,"E-C=0.43333333; o1-c=0.43333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0634",TRUE,"cutoff=0.18918919; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0634",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0634",TRUE,"limit=0.11500000; K=0.57000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0635",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0635",TRUE,"feasible=TRUE; enumerated=0.75500000; B=0.75500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0635",TRUE,"active_feasible=TRUE; enumerated=0.27500000; C=0.27500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0635",TRUE,"actual=2,3; expected=2,3","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0635",TRUE,"exists=FALSE; E=0.75000000; B=0.75500000; C=0.27500000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0635",TRUE,"E-C=0.47500000; o1-c=0.47500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0635",TRUE,"cutoff=0.10714286; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0635",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0635",TRUE,"limit=0.07937500; K=0.53437500","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0636",TRUE,"enumerated=0.70000000; E=0.70000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0636",TRUE,"feasible=TRUE; enumerated=0.68500000; B=0.68500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0636",TRUE,"active_feasible=TRUE; enumerated=0.20000000; C=0.20000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0636",TRUE,"actual=3,4; expected=3,4","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0636",TRUE,"exists=TRUE; E=0.70000000; B=0.68500000; C=0.20000000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0636",TRUE,"E-C=0.50000000; o1-c=0.50000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0636",TRUE,"cutoff=0.07692308; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0636",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0636",TRUE,"limit=0.05800000; K=0.51300000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0637",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0637",TRUE,"feasible=TRUE; enumerated=0.71333333; B=0.71333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0637",TRUE,"active_feasible=TRUE; enumerated=0.23333333; C=0.23333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0637",TRUE,"actual=3,4; expected=3,4","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0637",TRUE,"exists=TRUE; E=0.75000000; B=0.71333333; C=0.23333333; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0637",TRUE,"E-C=0.51666667; o1-c=0.51666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0637",TRUE,"cutoff=0.04761905; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0637",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0637",TRUE,"limit=0.04375000; K=0.49875000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0638",TRUE,"enumerated=0.71428571; E=0.71428571","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0638",TRUE,"feasible=TRUE; enumerated=0.66928571; B=0.66928571","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0638",TRUE,"active_feasible=TRUE; enumerated=0.18571429; C=0.18571429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0638",TRUE,"actual=4,5; expected=4,5","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0638",TRUE,"exists=TRUE; E=0.71428571; B=0.66928571; C=0.18571429; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0638",TRUE,"E-C=0.52857143; o1-c=0.52857143","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0638",TRUE,"cutoff=0.03225806; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0638",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0638",TRUE,"limit=0.03357143; K=0.48857143","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0639",TRUE,"enumerated=0.75000000; E=0.75000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0639",TRUE,"feasible=TRUE; enumerated=0.69250000; B=0.69250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0639",TRUE,"active_feasible=TRUE; enumerated=0.21250000; C=0.21250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0639",TRUE,"actual=4,5,6; expected=4,5,6","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0639",TRUE,"exists=TRUE; E=0.75000000; B=0.69250000; C=0.21250000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0639",TRUE,"E-C=0.53750000; o1-c=0.53750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0639",TRUE,"cutoff=0.01785714; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0639",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0639",TRUE,"limit=0.02593750; K=0.48093750","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0640",TRUE,"enumerated=0.72222222; E=0.72222222","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0640",TRUE,"feasible=TRUE; enumerated=0.66055556; B=0.66055556","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0640",TRUE,"active_feasible=TRUE; enumerated=0.17777778; C=0.17777778","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0640",TRUE,"actual=5,6,7; expected=5,6,7","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0640",TRUE,"exists=TRUE; E=0.72222222; B=0.66055556; C=0.17777778; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0640",TRUE,"E-C=0.54444444; o1-c=0.54444444","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0640",TRUE,"cutoff=0.00826446; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0640",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0640",TRUE,"limit=0.02000000; K=0.47500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0641",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0641",TRUE,"feasible=TRUE; enumerated=0.90000000; B=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0641",TRUE,"active_feasible=TRUE; enumerated=0.40000000; C=0.40000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0641",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_N3_TY_0641",TRUE,"value=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0641",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0641",TRUE,"limit=0.01525000; K=0.47025000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0642",TRUE,"enumerated=0.40000000; E=0.40000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0642",TRUE,"feasible=TRUE; enumerated=0.61500000; B=0.61500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0642",TRUE,"active_feasible=TRUE; enumerated=0.10000000; C=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0642",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0642",TRUE,"exists=FALSE; E=0.40000000; B=0.61500000; C=0.10000000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0642",TRUE,"E-C=0.30000000; o1-c=0.30000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0642",TRUE,"cutoff=0.71428571; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0642",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0642",TRUE,"limit=-0.11300000; K=0.34200000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0643",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0643",TRUE,"feasible=TRUE; enumerated=0.67500000; B=0.67500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0643",TRUE,"active_feasible=TRUE; enumerated=0.17500000; C=0.17500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0643",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0643",TRUE,"exists=FALSE; E=0.55000000; B=0.67500000; C=0.17500000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0643",TRUE,"E-C=0.37500000; o1-c=0.37500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0643",TRUE,"cutoff=0.35000000; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0643",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0643",TRUE,"limit=-0.17712500; K=0.27787500","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0644",TRUE,"enumerated=0.46000000; E=0.46000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0644",TRUE,"feasible=TRUE; enumerated=0.54900000; B=0.54900000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0644",TRUE,"active_feasible=TRUE; enumerated=0.04000000; C=0.04000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0644",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0644",TRUE,"exists=FALSE; E=0.46000000; B=0.54900000; C=0.04000000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0644",TRUE,"E-C=0.42000000; o1-c=0.42000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0644",TRUE,"cutoff=0.31707317; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0644",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0644",TRUE,"limit=-0.21560000; K=0.23940000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0645",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0645",TRUE,"feasible=TRUE; enumerated=0.60000000; B=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0645",TRUE,"active_feasible=TRUE; enumerated=0.10000000; C=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0645",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0645",TRUE,"exists=FALSE; E=0.55000000; B=0.60000000; C=0.10000000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0645",TRUE,"E-C=0.45000000; o1-c=0.45000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0645",TRUE,"cutoff=0.20000000; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0645",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0645",TRUE,"limit=-0.24125000; K=0.21375000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0646",TRUE,"enumerated=0.48571429; E=0.48571429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0646",TRUE,"feasible=TRUE; enumerated=0.52071429; B=0.52071429","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0646",TRUE,"active_feasible=TRUE; enumerated=0.01428571; C=0.01428571","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0646",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0646",TRUE,"exists=FALSE; E=0.48571429; B=0.52071429; C=0.01428571; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0646",TRUE,"E-C=0.47142857; o1-c=0.47142857","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0646",TRUE,"cutoff=0.18032787; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0646",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0646",TRUE,"limit=-0.25957143; K=0.19542857","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0647",TRUE,"enumerated=0.55000000; E=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0647",TRUE,"feasible=TRUE; enumerated=0.56250000; B=0.56250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0647",TRUE,"active_feasible=TRUE; enumerated=0.06250000; C=0.06250000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0647",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0647",TRUE,"exists=FALSE; E=0.55000000; B=0.56250000; C=0.06250000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0647",TRUE,"E-C=0.48750000; o1-c=0.48750000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0647",TRUE,"cutoff=0.12500000; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0647",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0647",TRUE,"limit=-0.27331250; K=0.18168750","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0648",TRUE,"enumerated=0.50000000; E=0.50000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0648",TRUE,"feasible=TRUE; enumerated=0.50500000; B=0.50500000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0648",TRUE,"active_feasible=TRUE; enumerated=0.00000000; C=0.00000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0648",TRUE,"actual=; expected=","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0648",TRUE,"exists=FALSE; E=0.50000000; B=0.50500000; C=0.00000000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0648",TRUE,"E-C=0.50000000; o1-c=0.50000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_prior_cutoff_0648",TRUE,"cutoff=0.11111111; mu=0.10000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0648",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0648",TRUE,"limit=-0.28400000; K=0.17100000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0649",TRUE,"enumerated=0.90000000; E=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0649",TRUE,"feasible=TRUE; enumerated=0.73000000; B=0.73000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0649",TRUE,"active_feasible=TRUE; enumerated=0.40000000; C=0.40000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0649",TRUE,"actual=1; expected=1","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_N3_TY_0649",TRUE,"value=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0649",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0649",TRUE,"limit=0.32800000; K=0.64800000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0650",TRUE,"enumerated=0.86666667; E=0.86666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0650",TRUE,"feasible=TRUE; enumerated=0.66666667; B=0.66666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0650",TRUE,"active_feasible=TRUE; enumerated=0.33333333; C=0.33333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0650",TRUE,"actual=2; expected=2","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0650",TRUE,"exists=TRUE; E=0.86666667; B=0.66666667; C=0.33333333; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0650",TRUE,"E-C=0.53333333; o1-c=0.53333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0650",TRUE,"o0=0.20000000; c=0.06666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0650",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0650",TRUE,"limit=0.30400000; K=0.62400000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0651",TRUE,"enumerated=0.90000000; E=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0651",TRUE,"feasible=TRUE; enumerated=0.68000000; B=0.68000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0651",TRUE,"active_feasible=TRUE; enumerated=0.35000000; C=0.35000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0651",TRUE,"actual=2,3; expected=2,3","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0651",TRUE,"exists=TRUE; E=0.90000000; B=0.68000000; C=0.35000000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0651",TRUE,"E-C=0.55000000; o1-c=0.55000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0651",TRUE,"o0=0.20000000; c=0.05000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0651",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0651",TRUE,"limit=0.29200000; K=0.61200000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0652",TRUE,"enumerated=0.88000000; E=0.88000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0652",TRUE,"feasible=TRUE; enumerated=0.65200000; B=0.65200000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0652",TRUE,"active_feasible=TRUE; enumerated=0.32000000; C=0.32000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0652",TRUE,"actual=3,4; expected=3,4","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0652",TRUE,"exists=TRUE; E=0.88000000; B=0.65200000; C=0.32000000; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0652",TRUE,"E-C=0.56000000; o1-c=0.56000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0652",TRUE,"o0=0.20000000; c=0.04000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0652",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_TY_condition_0652",TRUE,"limit=0.28480000; K=0.60480000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_min_support_0653",TRUE,"enumerated=0.90000000; E=0.90000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_low_r_branch_0653",TRUE,"feasible=TRUE; enumerated=0.66333333; B=0.66333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_r_branch_0653",TRUE,"active_feasible=TRUE; enumerated=0.33333333; C=0.33333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_weak_support_branch_0653",TRUE,"actual=3,4,5; expected=3,4,5","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_exists_Nge4_0653",TRUE,"exists=TRUE; E=0.90000000; B=0.66333333; C=0.33333333; pool=TRUE","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_pool_identity_0653",TRUE,"E-C=0.56666667; o1-c=0.56666667","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"M_o0_ge_c_0653",TRUE,"o0=0.20000000; c=0.03333333","2026-08-04","Goal 3 PBE-UD analytical rederivation"
"U_cap_empty_TY_0653",TRUE,"bar_y=0.65000000; o1=0.60000000","2026-08-04","Goal 3 PBE-UD analytical rederivation"
