"N","m","q","k","r","beta","o0","o1","mu","bar_y","c","M_E","M_B_sup","M_C_sup","M_pool_threat","M_exists_TY","M_value_TY","M_class_TY","U_D","U_P","U_delta","U_S_mu","U_K_low","U_K_pool","U_K","U_TY_limit","U_exists_TY","U_eta_upper","checked_on","source"
6,5,4,3,2,0.9,0.05,0.9,0.5,0.95,0.18,0.46,0.385,-0.26,TRUE,TRUE,0.46,"exclusion",0.95,0.1,0.72,0.475,0.133,-0.584,0.133,-0.242,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.05,0.9,0.5,0.95,0.15,0.55,0.4,-0.2,TRUE,TRUE,0.55,"exclusion",0.95,0.1,0.75,0.475,0.11875,-0.6125,0.11875,-0.25625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.05,0.9,0.5,0.95,0.128571428571429,0.485714285714286,0.346428571428571,-0.285714285714286,TRUE,TRUE,0.485714285714286,"exclusion",0.95,0.1,0.771428571428571,0.475,0.108571428571429,-0.632857142857143,0.108571428571429,-0.266428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.05,0.9,0.5,0.95,0.1125,0.55,0.3625,-0.2375,TRUE,TRUE,0.55,"exclusion",0.95,0.1,0.7875,0.475,0.1009375,-0.648125,0.1009375,-0.2740625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.05,0.9,0.5,0.95,0.1,0.5,0.325,-0.3,TRUE,TRUE,0.5,"exclusion",0.95,0.1,0.8,0.475,0.095,-0.66,0.095,-0.28,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.2,0.9,0.5,0.95,0.1,0.9,0.45,0.1,TRUE,TRUE,0.9,"exclusion",0.8,0.1,0.1,0.4,0.36,0.02,0.36,0.06,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.2,0.9,0.5,0.95,0.0666666666666667,0.866666666666667,0.4,0.0333333333333333,TRUE,TRUE,0.866666666666667,"exclusion",0.8,0.1,0.133333333333333,0.4,0.346666666666667,-0.0066666666666667,0.346666666666667,0.0466666666666666,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.2,0.9,0.5,0.95,0.05,0.9,0.4,0.05,TRUE,TRUE,0.9,"exclusion",0.8,0.1,0.15,0.4,0.34,-0.02,0.34,0.04,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.2,0.9,0.5,0.95,0.04,0.88,0.38,0.02,TRUE,TRUE,0.88,"exclusion",0.8,0.1,0.16,0.4,0.336,-0.028,0.336,0.036,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.2,0.9,0.5,0.95,0.0333333333333333,0.9,0.383333333333333,0.0333333333333333,TRUE,TRUE,0.9,"exclusion",0.8,0.1,0.166666666666667,0.4,0.333333333333333,-0.0333333333333334,0.333333333333333,0.0333333333333333,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.2,0.9,0.5,0.95,0.0285714285714286,0.885714285714286,0.371428571428571,0.0142857142857143,TRUE,TRUE,0.885714285714286,"exclusion",0.8,0.1,0.171428571428571,0.4,0.331428571428571,-0.0371428571428572,0.331428571428571,0.0314285714285714,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.2,0.9,0.5,0.95,0.025,0.9,0.375,0.025,TRUE,TRUE,0.9,"exclusion",0.8,0.1,0.175,0.4,0.33,-0.04,0.33,0.03,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.2,0.9,0.5,0.95,0.0222222222222222,0.888888888888889,0.366666666666667,0.0111111111111111,TRUE,TRUE,0.888888888888889,"exclusion",0.8,0.1,0.177777777777778,0.4,0.328888888888889,-0.0422222222222222,0.328888888888889,0.0288888888888889,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.2,0.9,0.5,0.95,0.25,0.75,0.525,0.1,TRUE,TRUE,0.75,"exclusion",0.8,0.1,0.25,0.4,0.3,-0.1,0.3,-2.77555756156289e-17,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.2,0.9,0.5,0.95,0.166666666666667,0.666666666666667,0.4,-0.0666666666666667,TRUE,TRUE,0.666666666666667,"exclusion",0.8,0.1,0.333333333333333,0.4,0.266666666666667,-0.166666666666667,0.266666666666667,-0.0333333333333334,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.2,0.9,0.5,0.95,0.125,0.75,0.4,-0.025,TRUE,TRUE,0.75,"exclusion",0.8,0.1,0.375,0.4,0.25,-0.2,0.25,-0.05,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.2,0.9,0.5,0.95,0.1,0.7,0.35,-0.1,TRUE,TRUE,0.7,"exclusion",0.8,0.1,0.4,0.4,0.24,-0.22,0.24,-0.06,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.2,0.9,0.5,0.95,0.0833333333333333,0.75,0.358333333333333,-0.0666666666666667,TRUE,TRUE,0.75,"exclusion",0.8,0.1,0.416666666666667,0.4,0.233333333333333,-0.233333333333333,0.233333333333333,-0.0666666666666667,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.2,0.9,0.5,0.95,0.0714285714285714,0.714285714285714,0.328571428571429,-0.114285714285714,TRUE,TRUE,0.714285714285714,"exclusion",0.8,0.1,0.428571428571429,0.4,0.228571428571429,-0.242857142857143,0.228571428571429,-0.0714285714285715,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.2,0.9,0.5,0.95,0.0625,0.75,0.3375,-0.0875,TRUE,TRUE,0.75,"exclusion",0.8,0.1,0.4375,0.4,0.225,-0.25,0.225,-0.075,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.2,0.9,0.5,0.95,0.0555555555555556,0.722222222222222,0.316666666666667,-0.122222222222222,TRUE,TRUE,0.722222222222222,"exclusion",0.8,0.1,0.444444444444444,0.4,0.222222222222222,-0.255555555555556,0.222222222222222,-0.0777777777777778,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.2,0.9,0.5,0.95,0.45,0.55,0.625,0.1,TRUE,TRUE,0.625,"low_only",0.8,0.1,0.45,0.4,0.22,-0.26,0.22,-0.08,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.2,0.9,0.5,0.95,0.3,0.4,0.4,-0.2,TRUE,TRUE,0.4,"exclusion",0.8,0.1,0.6,0.4,0.16,-0.38,0.16,-0.14,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.2,0.9,0.5,0.95,0.225,0.55,0.4,-0.125,TRUE,TRUE,0.55,"exclusion",0.8,0.1,0.675,0.4,0.13,-0.44,0.13,-0.17,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.2,0.9,0.5,0.95,0.18,0.46,0.31,-0.26,TRUE,TRUE,0.46,"exclusion",0.8,0.1,0.72,0.4,0.112,-0.476,0.112,-0.188,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.2,0.9,0.5,0.95,0.15,0.55,0.325,-0.2,TRUE,TRUE,0.55,"exclusion",0.8,0.1,0.75,0.4,0.1,-0.5,0.1,-0.2,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.2,0.9,0.5,0.95,0.128571428571429,0.485714285714286,0.271428571428571,-0.285714285714286,TRUE,TRUE,0.485714285714286,"exclusion",0.8,0.1,0.771428571428571,0.4,0.0914285714285714,-0.517142857142857,0.0914285714285714,-0.208571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.2,0.9,0.5,0.95,0.1125,0.55,0.2875,-0.2375,TRUE,TRUE,0.55,"exclusion",0.8,0.1,0.7875,0.4,0.085,-0.53,0.085,-0.215,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.2,0.9,0.5,0.95,0.1,0.5,0.25,-0.3,TRUE,TRUE,0.5,"exclusion",0.8,0.1,0.8,0.4,0.08,-0.54,0.08,-0.22,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.5,0.9,0.5,0.95,0.1,0.9,0.3,0.1,TRUE,TRUE,0.9,"exclusion",0.5,0.1,0.1,0.25,0.225,0.05,0.225,0.075,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.5,0.9,0.5,0.95,0.0666666666666667,0.866666666666667,0.25,0.0333333333333333,TRUE,TRUE,0.866666666666667,"exclusion",0.5,0.1,0.133333333333333,0.25,0.216666666666667,0.0333333333333333,0.216666666666667,0.0666666666666667,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.5,0.9,0.5,0.95,0.05,0.9,0.25,0.05,TRUE,TRUE,0.9,"exclusion",0.5,0.1,0.15,0.25,0.2125,0.025,0.2125,0.0625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.5,0.9,0.5,0.95,0.04,0.88,0.23,0.02,TRUE,TRUE,0.88,"exclusion",0.5,0.1,0.16,0.25,0.21,0.02,0.21,0.06,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.5,0.9,0.5,0.95,0.0333333333333333,0.9,0.233333333333333,0.0333333333333333,TRUE,TRUE,0.9,"exclusion",0.5,0.1,0.166666666666667,0.25,0.208333333333333,0.0166666666666666,0.208333333333333,0.0583333333333333,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.5,0.9,0.5,0.95,0.0285714285714286,0.885714285714286,0.221428571428571,0.0142857142857143,TRUE,TRUE,0.885714285714286,"exclusion",0.5,0.1,0.171428571428571,0.25,0.207142857142857,0.0142857142857142,0.207142857142857,0.0571428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.5,0.9,0.5,0.95,0.025,0.9,0.225,0.025,TRUE,TRUE,0.9,"exclusion",0.5,0.1,0.175,0.25,0.20625,0.0125,0.20625,0.05625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.5,0.9,0.5,0.95,0.0222222222222222,0.888888888888889,0.216666666666667,0.0111111111111111,TRUE,TRUE,0.888888888888889,"exclusion",0.5,0.1,0.177777777777778,0.25,0.205555555555556,0.0111111111111111,0.205555555555556,0.0555555555555555,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.5,0.9,0.5,0.95,0.25,0.75,0.375,0.1,TRUE,TRUE,0.75,"exclusion",0.5,0.1,0.25,0.25,0.1875,-0.025,0.1875,0.0375,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.5,0.9,0.5,0.95,0.166666666666667,0.666666666666667,0.25,-0.0666666666666667,TRUE,TRUE,0.666666666666667,"exclusion",0.5,0.1,0.333333333333333,0.25,0.166666666666667,-0.0666666666666667,0.166666666666667,0.0166666666666666,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.5,0.9,0.5,0.95,0.125,0.75,0.25,-0.025,TRUE,TRUE,0.75,"exclusion",0.5,0.1,0.375,0.25,0.15625,-0.0875,0.15625,0.00624999999999998,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.5,0.9,0.5,0.95,0.1,0.7,0.2,-0.1,TRUE,TRUE,0.7,"exclusion",0.5,0.1,0.4,0.25,0.15,-0.1,0.15,-2.77555756156289e-17,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.5,0.9,0.5,0.95,0.0833333333333333,0.75,0.208333333333333,-0.0666666666666667,TRUE,TRUE,0.75,"exclusion",0.5,0.1,0.416666666666667,0.25,0.145833333333333,-0.108333333333333,0.145833333333333,-0.00416666666666669,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.5,0.9,0.5,0.95,0.0714285714285714,0.714285714285714,0.178571428571429,-0.114285714285714,TRUE,TRUE,0.714285714285714,"exclusion",0.5,0.1,0.428571428571429,0.25,0.142857142857143,-0.114285714285714,0.142857142857143,-0.00714285714285716,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.5,0.9,0.5,0.95,0.0625,0.75,0.1875,-0.0875,TRUE,TRUE,0.75,"exclusion",0.5,0.1,0.4375,0.25,0.140625,-0.11875,0.140625,-0.00937500000000002,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.5,0.9,0.5,0.95,0.0555555555555556,0.722222222222222,0.166666666666667,-0.122222222222222,TRUE,TRUE,0.722222222222222,"exclusion",0.5,0.1,0.444444444444444,0.25,0.138888888888889,-0.122222222222222,0.138888888888889,-0.0111111111111111,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.5,0.9,0.5,0.95,0.45,0.55,0.475,0.1,TRUE,TRUE,0.55,"exclusion",0.5,0.1,0.45,0.25,0.1375,-0.125,0.1375,-0.0125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.5,0.9,0.5,0.95,0.3,0.4,0.25,-0.2,TRUE,TRUE,0.4,"exclusion",0.5,0.1,0.6,0.25,0.1,-0.2,0.1,-0.05,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.5,0.9,0.5,0.95,0.225,0.55,0.25,-0.125,TRUE,TRUE,0.55,"exclusion",0.5,0.1,0.675,0.25,0.08125,-0.2375,0.08125,-0.06875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.5,0.9,0.5,0.95,0.18,0.46,0.16,-0.26,TRUE,TRUE,0.46,"exclusion",0.5,0.1,0.72,0.25,0.07,-0.26,0.07,-0.08,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.5,0.9,0.5,0.95,0.15,0.55,0.175,-0.2,TRUE,TRUE,0.55,"exclusion",0.5,0.1,0.75,0.25,0.0625,-0.275,0.0625,-0.0875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.5,0.9,0.5,0.95,0.128571428571429,0.485714285714286,0.121428571428571,-0.285714285714286,TRUE,TRUE,0.485714285714286,"exclusion",0.5,0.1,0.771428571428571,0.25,0.0571428571428571,-0.285714285714286,0.0571428571428571,-0.0928571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.5,0.9,0.5,0.95,0.1125,0.55,0.1375,-0.2375,TRUE,TRUE,0.55,"exclusion",0.5,0.1,0.7875,0.25,0.053125,-0.29375,0.053125,-0.096875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.5,0.9,0.5,0.95,0.1,0.5,0.1,-0.3,TRUE,TRUE,0.5,"exclusion",0.5,0.1,0.8,0.25,0.05,-0.3,0.05,-0.1,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.05,0.3,0.9,0.35,0.1,0.9,0.185,0.7,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.1,0.7,0.0855,0.605,0.605,0.63,TRUE,0.025,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.05,0.3,0.9,0.35,0.0666666666666667,0.866666666666667,0.148333333333333,0.633333333333333,TRUE,TRUE,0.866666666666667,"exclusion",0.95,0.7,0.133333333333333,0.7,0.0823333333333333,0.573333333333333,0.573333333333333,0.606666666666667,TRUE,0.0333333333333334,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.05,0.3,0.9,0.35,0.05,0.9,0.135,0.65,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.15,0.7,0.08075,0.5575,0.5575,0.595,TRUE,0.0375000000000001,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.05,0.3,0.9,0.35,0.04,0.88,0.123,0.62,TRUE,TRUE,0.88,"exclusion",0.95,0.7,0.16,0.7,0.0798,0.548,0.548,0.588,TRUE,0.04,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.05,0.3,0.9,0.35,0.0333333333333333,0.9,0.118333333333333,0.633333333333333,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.166666666666667,0.7,0.0791666666666666,0.541666666666667,0.541666666666667,0.583333333333333,TRUE,0.0416666666666666,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.05,0.3,0.9,0.35,0.0285714285714286,0.885714285714286,0.112142857142857,0.614285714285714,TRUE,TRUE,0.885714285714286,"exclusion",0.95,0.7,0.171428571428571,0.7,0.0787142857142857,0.537142857142857,0.537142857142857,0.58,TRUE,0.0428571428571428,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.05,0.3,0.9,0.35,0.025,0.9,0.11,0.625,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.175,0.7,0.078375,0.53375,0.53375,0.5775,TRUE,0.04375,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.05,0.3,0.9,0.35,0.0222222222222222,0.888888888888889,0.106111111111111,0.611111111111111,TRUE,TRUE,0.888888888888889,"exclusion",0.95,0.7,0.177777777777778,0.7,0.0781111111111111,0.531111111111111,0.531111111111111,0.575555555555555,TRUE,0.0444444444444444,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.05,0.3,0.9,0.35,0.25,0.75,0.32,0.7,TRUE,TRUE,0.75,"exclusion",0.95,0.7,0.25,0.7,0.07125,0.4625,0.4625,0.525,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.05,0.3,0.9,0.35,0.166666666666667,0.666666666666667,0.228333333333333,0.533333333333333,TRUE,TRUE,0.666666666666667,"exclusion",0.95,0.7,0.333333333333333,0.7,0.0633333333333333,0.383333333333333,0.383333333333333,0.466666666666667,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.05,0.3,0.9,0.35,0.125,0.75,0.195,0.575,TRUE,TRUE,0.75,"exclusion",0.95,0.7,0.375,0.7,0.059375,0.34375,0.34375,0.4375,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.05,0.3,0.9,0.35,0.1,0.7,0.165,0.5,TRUE,TRUE,0.7,"exclusion",0.95,0.7,0.4,0.7,0.057,0.32,0.32,0.42,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.05,0.3,0.9,0.35,0.0833333333333333,0.75,0.153333333333333,0.533333333333333,TRUE,TRUE,0.75,"exclusion",0.95,0.7,0.416666666666667,0.7,0.0554166666666666,0.304166666666667,0.304166666666667,0.408333333333333,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.05,0.3,0.9,0.35,0.0714285714285714,0.714285714285714,0.137857142857143,0.485714285714286,TRUE,TRUE,0.714285714285714,"exclusion",0.95,0.7,0.428571428571429,0.7,0.0542857142857143,0.292857142857143,0.292857142857143,0.4,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.05,0.3,0.9,0.35,0.0625,0.75,0.1325,0.5125,TRUE,TRUE,0.75,"exclusion",0.95,0.7,0.4375,0.7,0.0534375,0.284375,0.284375,0.39375,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.05,0.3,0.9,0.35,0.0555555555555556,0.722222222222222,0.122777777777778,0.477777777777778,TRUE,TRUE,0.722222222222222,"exclusion",0.95,0.7,0.444444444444444,0.7,0.0527777777777778,0.277777777777778,0.277777777777778,0.388888888888889,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.05,0.3,0.9,0.35,0.45,0.55,0.5,0.7,TRUE,TRUE,0.7,"pooling",0.95,0.7,0.45,0.7,0.05225,0.2725,0.2725,0.385,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.05,0.3,0.9,0.35,0.3,0.4,0.335,0.4,TRUE,TRUE,0.4,"exclusion",0.95,0.7,0.6,0.7,0.038,0.13,0.13,0.28,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.05,0.3,0.9,0.35,0.225,0.55,0.275,0.475,TRUE,TRUE,0.55,"exclusion",0.95,0.7,0.675,0.7,0.030875,0.05875,0.05875,0.2275,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.05,0.3,0.9,0.35,0.18,0.46,0.221,0.34,TRUE,TRUE,0.46,"exclusion",0.95,0.7,0.72,0.7,0.0266,0.016,0.0266,0.196,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.05,0.3,0.9,0.35,0.15,0.55,0.2,0.4,TRUE,TRUE,0.55,"exclusion",0.95,0.7,0.75,0.7,0.02375,-0.0125,0.02375,0.175,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.05,0.3,0.9,0.35,0.128571428571429,0.485714285714286,0.172142857142857,0.314285714285714,TRUE,TRUE,0.485714285714286,"exclusion",0.95,0.7,0.771428571428571,0.7,0.0217142857142857,-0.0328571428571429,0.0217142857142857,0.16,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.05,0.3,0.9,0.35,0.1125,0.55,0.1625,0.3625,TRUE,TRUE,0.55,"exclusion",0.95,0.7,0.7875,0.7,0.0201875,-0.048125,0.0201875,0.14875,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.05,0.3,0.9,0.35,0.1,0.5,0.145,0.3,TRUE,TRUE,0.5,"exclusion",0.95,0.7,0.8,0.7,0.019,-0.06,0.019,0.14,TRUE,0.05,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.2,0.3,0.9,0.35,0.1,0.9,0.17,0.7,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.1,0.7,0.072,0.62,0.62,0.63,TRUE,0.0100000000000001,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.2,0.3,0.9,0.35,0.0666666666666667,0.866666666666667,0.133333333333333,0.633333333333333,TRUE,TRUE,0.866666666666667,"exclusion",0.8,0.7,0.133333333333333,0.7,0.0693333333333333,0.593333333333333,0.593333333333333,0.606666666666667,TRUE,0.0133333333333334,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.2,0.3,0.9,0.35,0.05,0.9,0.12,0.65,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.15,0.7,0.068,0.58,0.58,0.595,TRUE,0.015,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.2,0.3,0.9,0.35,0.04,0.88,0.108,0.62,TRUE,TRUE,0.88,"exclusion",0.8,0.7,0.16,0.7,0.0672,0.572,0.572,0.588,TRUE,0.016,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.2,0.3,0.9,0.35,0.0333333333333333,0.9,0.103333333333333,0.633333333333333,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.166666666666667,0.7,0.0666666666666667,0.566666666666667,0.566666666666667,0.583333333333333,TRUE,0.0166666666666666,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.2,0.3,0.9,0.35,0.0285714285714286,0.885714285714286,0.0971428571428571,0.614285714285714,TRUE,TRUE,0.885714285714286,"exclusion",0.8,0.7,0.171428571428571,0.7,0.0662857142857143,0.562857142857143,0.562857142857143,0.58,TRUE,0.0171428571428572,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.2,0.3,0.9,0.35,0.025,0.9,0.095,0.625,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.175,0.7,0.066,0.56,0.56,0.5775,TRUE,0.0175,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.2,0.3,0.9,0.35,0.0222222222222222,0.888888888888889,0.0911111111111111,0.611111111111111,TRUE,TRUE,0.888888888888889,"exclusion",0.8,0.7,0.177777777777778,0.7,0.0657777777777778,0.557777777777778,0.557777777777778,0.575555555555555,TRUE,0.0177777777777778,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.2,0.3,0.9,0.35,0.25,0.75,0.305,0.7,TRUE,TRUE,0.75,"exclusion",0.8,0.7,0.25,0.7,0.06,0.5,0.5,0.525,TRUE,0.025,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.2,0.3,0.9,0.35,0.166666666666667,0.666666666666667,0.213333333333333,0.533333333333333,TRUE,TRUE,0.666666666666667,"exclusion",0.8,0.7,0.333333333333333,0.7,0.0533333333333333,0.433333333333333,0.433333333333333,0.466666666666667,TRUE,0.0333333333333334,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.2,0.3,0.9,0.35,0.125,0.75,0.18,0.575,TRUE,TRUE,0.75,"exclusion",0.8,0.7,0.375,0.7,0.05,0.4,0.4,0.4375,TRUE,0.0375000000000001,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.2,0.3,0.9,0.35,0.1,0.7,0.15,0.5,TRUE,TRUE,0.7,"exclusion",0.8,0.7,0.4,0.7,0.048,0.38,0.38,0.42,TRUE,0.0400000000000001,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.2,0.3,0.9,0.35,0.0833333333333333,0.75,0.138333333333333,0.533333333333333,TRUE,TRUE,0.75,"exclusion",0.8,0.7,0.416666666666667,0.7,0.0466666666666667,0.366666666666667,0.366666666666667,0.408333333333333,TRUE,0.0416666666666667,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
