"beta","t0","t1","o0","o1","valid","core_conditions","low_only_some_mu","pooling_some_mu","min_entry_gap","mu_H","selected_candidates"
0.8995,0.1905,0.285,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213673125,0.7187063492,"low_only;pooling"
0.9,0.1905,0.285,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213791666666667,0.7201058201,"low_only;pooling"
0.9005,0.1905,0.285,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213910208333333,0.721505291,"low_only;pooling"
0.8995,0.1895,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213964166666667,0.7231015625,"low_only;pooling"
0.9,0.1895,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214083333333333,0.7244791667,"low_only;pooling"
0.9005,0.1895,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.02142025,0.7258567708,"low_only;pooling"
0.8995,0.19,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.7216518325,"low_only;pooling"
0.9,0.19,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214125,0.7230366492,"low_only;pooling"
0.9005,0.19,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.724421466,"low_only;pooling"
0.8995,0.1905,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214047916666667,0.7201868421,"low_only;pooling"
0.9,0.1905,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214166666666667,0.7215789474,"low_only;pooling"
0.9005,0.1905,0.2855,0.19,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214285416666667,0.7229710526,"low_only;pooling"
0.8995,0.1895,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213172708333333,0.7201868421,"low_only;pooling"
0.9,0.1895,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213291666666667,0.7215789474,"low_only;pooling"
0.9005,0.1895,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213410625,0.7229710526,"low_only;pooling"
0.8995,0.19,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213214583333333,0.7187063492,"low_only;pooling"
0.9,0.19,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213333333333333,0.7201058201,"low_only;pooling"
0.9005,0.19,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213452083333333,0.721505291,"low_only;pooling"
0.8995,0.1905,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213256458333333,0.7172101064,"low_only;pooling"
0.9,0.1905,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213375,0.7186170213,"low_only;pooling"
0.9005,0.1905,0.2845,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213493541666667,0.7200239362,"low_only;pooling"
0.8995,0.1895,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.02135475,0.7216518325,"low_only;pooling"
0.9,0.1895,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213666666666667,0.7230366492,"low_only;pooling"
0.9005,0.1895,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213785833333333,0.724421466,"low_only;pooling"
0.8995,0.19,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213589375,0.7201868421,"low_only;pooling"
0.9,0.19,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213708333333333,0.7215789474,"low_only;pooling"
0.9005,0.19,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213827291666667,0.7229710526,"low_only;pooling"
0.8995,0.1905,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.021363125,0.7187063492,"low_only;pooling"
0.9,0.1905,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.021375,0.7201058201,"low_only;pooling"
0.9005,0.1905,0.285,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.021386875,0.721505291,"low_only;pooling"
0.8995,0.1895,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213922291666667,0.7231015625,"low_only;pooling"
0.9,0.1895,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214041666666667,0.7244791667,"low_only;pooling"
0.9005,0.1895,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214161041666667,0.7258567708,"low_only;pooling"
0.8995,0.19,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0213964166666667,0.7216518325,"low_only;pooling"
0.9,0.19,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214083333333333,0.7230366492,"low_only;pooling"
0.9005,0.19,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.02142025,0.724421466,"low_only;pooling"
0.8995,0.1905,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.7201868421,"low_only;pooling"
0.9,0.1905,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214125,0.7215789474,"low_only;pooling"
0.9005,0.1905,0.2855,0.1905,0.2645,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.7229710526,"low_only;pooling"
0.8995,0.1895,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213256458333333,0.7196578947,"low_only;pooling"
0.9,0.1895,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213375,0.7210526316,"low_only;pooling"
0.9005,0.1895,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213493541666667,0.7224473684,"low_only;pooling"
0.8995,0.19,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213298333333333,0.7181746032,"low_only;pooling"
0.9,0.19,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213416666666667,0.7195767196,"low_only;pooling"
0.9005,0.19,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213535,0.720978836,"low_only;pooling"
0.8995,0.1905,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213340208333333,0.7166755319,"low_only;pooling"
0.9,0.1905,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213458333333333,0.7180851064,"low_only;pooling"
0.9005,0.1905,0.2845,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213576458333333,0.7194946809,"low_only;pooling"
0.8995,0.1895,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.021363125,0.7211256545,"low_only;pooling"
0.9,0.1895,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.021375,0.722513089,"low_only;pooling"
0.9005,0.1895,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.021386875,0.7239005236,"low_only;pooling"
0.8995,0.19,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213673125,0.7196578947,"low_only;pooling"
0.9,0.19,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213791666666667,0.7210526316,"low_only;pooling"
0.9005,0.19,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213910208333333,0.7224473684,"low_only;pooling"
0.8995,0.1905,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213715,0.7181746032,"low_only;pooling"
0.9,0.1905,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213833333333333,0.7195767196,"low_only;pooling"
0.9005,0.1905,0.285,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0213951666666667,0.720978836,"low_only;pooling"
0.8995,0.1895,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.722578125,"low_only;pooling"
0.9,0.1895,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214125,0.7239583333,"low_only;pooling"
0.9005,0.1895,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.7253385417,"low_only;pooling"
0.8995,0.19,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214047916666667,0.7211256545,"low_only;pooling"
0.9,0.19,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214166666666667,0.722513089,"low_only;pooling"
0.9005,0.19,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214285416666667,0.7239005236,"low_only;pooling"
0.8995,0.1905,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214089791666667,0.7196578947,"low_only;pooling"
0.9,0.1905,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214208333333333,0.7210526316,"low_only;pooling"
0.9005,0.1905,0.2855,0.1895,0.265,TRUE,TRUE,TRUE,TRUE,0.0214326875,0.7224473684,"low_only;pooling"
0.8995,0.1895,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213214583333333,0.7196578947,"low_only;pooling"
0.9,0.1895,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213333333333333,0.7210526316,"low_only;pooling"
0.9005,0.1895,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213452083333333,0.7224473684,"low_only;pooling"
0.8995,0.19,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213256458333333,0.7181746032,"low_only;pooling"
0.9,0.19,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213375,0.7195767196,"low_only;pooling"
0.9005,0.19,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213493541666667,0.720978836,"low_only;pooling"
0.8995,0.1905,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213298333333333,0.7166755319,"low_only;pooling"
0.9,0.1905,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213416666666667,0.7180851064,"low_only;pooling"
0.9005,0.1905,0.2845,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213535,0.7194946809,"low_only;pooling"
0.8995,0.1895,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213589375,0.7211256545,"low_only;pooling"
0.9,0.1895,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213708333333333,0.722513089,"low_only;pooling"
0.9005,0.1895,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213827291666667,0.7239005236,"low_only;pooling"
0.8995,0.19,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.021363125,0.7196578947,"low_only;pooling"
0.9,0.19,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.021375,0.7210526316,"low_only;pooling"
0.9005,0.19,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.021386875,0.7224473684,"low_only;pooling"
0.8995,0.1905,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213673125,0.7181746032,"low_only;pooling"
0.9,0.1905,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213791666666667,0.7195767196,"low_only;pooling"
0.9005,0.1905,0.285,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213910208333333,0.720978836,"low_only;pooling"
0.8995,0.1895,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0213964166666667,0.722578125,"low_only;pooling"
0.9,0.1895,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0214083333333333,0.7239583333,"low_only;pooling"
0.9005,0.1895,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.02142025,0.7253385417,"low_only;pooling"
0.8995,0.19,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.7211256545,"low_only;pooling"
0.9,0.19,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0214125,0.722513089,"low_only;pooling"
0.9005,0.19,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.7239005236,"low_only;pooling"
0.8995,0.1905,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0214047916666667,0.7196578947,"low_only;pooling"
0.9,0.1905,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0214166666666667,0.7210526316,"low_only;pooling"
0.9005,0.1905,0.2855,0.19,0.265,TRUE,TRUE,TRUE,TRUE,0.0214285416666667,0.7224473684,"low_only;pooling"
0.8995,0.1895,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213172708333333,0.7196578947,"low_only;pooling"
0.9,0.1895,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213291666666667,0.7210526316,"low_only;pooling"
0.9005,0.1895,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213410625,0.7224473684,"low_only;pooling"
0.8995,0.19,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213214583333333,0.7181746032,"low_only;pooling"
0.9,0.19,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213333333333333,0.7195767196,"low_only;pooling"
0.9005,0.19,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213452083333333,0.720978836,"low_only;pooling"
0.8995,0.1905,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213256458333333,0.7166755319,"low_only;pooling"
0.9,0.1905,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213375,0.7180851064,"low_only;pooling"
0.9005,0.1905,0.2845,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213493541666667,0.7194946809,"low_only;pooling"
0.8995,0.1895,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.02135475,0.7211256545,"low_only;pooling"
0.9,0.1895,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213666666666667,0.722513089,"low_only;pooling"
0.9005,0.1895,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213785833333333,0.7239005236,"low_only;pooling"
0.8995,0.19,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213589375,0.7196578947,"low_only;pooling"
0.9,0.19,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213708333333333,0.7210526316,"low_only;pooling"
0.9005,0.19,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213827291666667,0.7224473684,"low_only;pooling"
0.8995,0.1905,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.021363125,0.7181746032,"low_only;pooling"
0.9,0.1905,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.021375,0.7195767196,"low_only;pooling"
0.9005,0.1905,0.285,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.021386875,0.720978836,"low_only;pooling"
0.8995,0.1895,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213922291666667,0.722578125,"low_only;pooling"
0.9,0.1895,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0214041666666667,0.7239583333,"low_only;pooling"
0.9005,0.1895,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0214161041666667,0.7253385417,"low_only;pooling"
0.8995,0.19,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0213964166666667,0.7211256545,"low_only;pooling"
0.9,0.19,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0214083333333333,0.722513089,"low_only;pooling"
0.9005,0.19,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.02142025,0.7239005236,"low_only;pooling"
0.8995,0.1905,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.7196578947,"low_only;pooling"
0.9,0.1905,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0214125,0.7210526316,"low_only;pooling"
0.9005,0.1905,0.2855,0.1905,0.265,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.7224473684,"low_only;pooling"
0.8995,0.1895,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213256458333333,0.7191289474,"low_only;pooling"
0.9,0.1895,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213375,0.7205263158,"low_only;pooling"
0.9005,0.1895,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213493541666667,0.7219236842,"low_only;pooling"
0.8995,0.19,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213298333333333,0.7176428571,"low_only;pooling"
0.9,0.19,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213416666666667,0.719047619,"low_only;pooling"
0.9005,0.19,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213535,0.720452381,"low_only;pooling"
0.8995,0.1905,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213340208333333,0.7161409574,"low_only;pooling"
0.9,0.1905,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213458333333333,0.7175531915,"low_only;pooling"
0.9005,0.1905,0.2845,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213576458333333,0.7189654255,"low_only;pooling"
0.8995,0.1895,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.021363125,0.7205994764,"low_only;pooling"
0.9,0.1895,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.021375,0.7219895288,"low_only;pooling"
0.9005,0.1895,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.021386875,0.7233795812,"low_only;pooling"
0.8995,0.19,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213673125,0.7191289474,"low_only;pooling"
0.9,0.19,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213791666666667,0.7205263158,"low_only;pooling"
0.9005,0.19,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213910208333333,0.7219236842,"low_only;pooling"
0.8995,0.1905,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213715,0.7176428571,"low_only;pooling"
0.9,0.1905,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213833333333333,0.719047619,"low_only;pooling"
0.9005,0.1905,0.285,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213951666666667,0.720452381,"low_only;pooling"
0.8995,0.1895,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214006041666667,0.7220546875,"low_only;pooling"
0.9,0.1895,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214125,0.7234375,"low_only;pooling"
0.9005,0.1895,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214243958333333,0.7248203125,"low_only;pooling"
0.8995,0.19,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214047916666667,0.7205994764,"low_only;pooling"
0.9,0.19,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214166666666667,0.7219895288,"low_only;pooling"
0.9005,0.19,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214285416666667,0.7233795812,"low_only;pooling"
0.8995,0.1905,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214089791666667,0.7191289474,"low_only;pooling"
0.9,0.1905,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214208333333333,0.7205263158,"low_only;pooling"
0.9005,0.1905,0.2855,0.1895,0.2655,TRUE,TRUE,TRUE,TRUE,0.0214326875,0.7219236842,"low_only;pooling"
0.8995,0.1895,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213214583333333,0.7191289474,"low_only;pooling"
0.9,0.1895,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213333333333333,0.7205263158,"low_only;pooling"
0.9005,0.1895,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213452083333333,0.7219236842,"low_only;pooling"
0.8995,0.19,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213256458333333,0.7176428571,"low_only;pooling"
0.9,0.19,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213375,0.719047619,"low_only;pooling"
0.9005,0.19,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213493541666667,0.720452381,"low_only;pooling"
0.8995,0.1905,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213298333333333,0.7161409574,"low_only;pooling"
0.9,0.1905,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213416666666667,0.7175531915,"low_only;pooling"
0.9005,0.1905,0.2845,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213535,0.7189654255,"low_only;pooling"
0.8995,0.1895,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213589375,0.7205994764,"low_only;pooling"
0.9,0.1895,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213708333333333,0.7219895288,"low_only;pooling"
0.9005,0.1895,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.0213827291666667,0.7233795812,"low_only;pooling"
0.8995,0.19,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.021363125,0.7191289474,"low_only;pooling"
0.9,0.19,0.285,0.19,0.2655,TRUE,TRUE,TRUE,TRUE,0.021375,0.7205263158,"low_only;pooling"
