"o_0","o_1","panel","region"
0.0394335511982571,0.0854901960784314,"N3 - maioria em R1","Pooling (P)"
0.0460130718954248,0.0854901960784314,"N3 - maioria em R1","Pooling (P)"
0.0525925925925926,0.0854901960784314,"N3 - maioria em R1","Pooling (P)"
0.0591721132897603,0.0854901960784314,"N3 - maioria em R1","Pooling (P)"
0.0657516339869281,0.0854901960784314,"N3 - maioria em R1","Pooling (P)"
0.0723311546840959,0.0854901960784314,"N3 - maioria em R1","Pooling (P)"
0.0789106753812636,0.0854901960784314,"N3 - maioria em R1","Pooling (P)"
0.0065359477124183,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0131154684095861,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0196949891067538,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0262745098039216,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0328540305010893,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0394335511982571,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0460130718954248,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0525925925925926,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0591721132897603,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0657516339869281,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0723311546840959,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0789106753812636,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0854901960784314,0.0920697167755991,"N3 - maioria em R1","Pooling (P)"
0.0065359477124183,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0131154684095861,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0196949891067538,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0262745098039216,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0328540305010893,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0394335511982571,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0460130718954248,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0525925925925926,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0591721132897603,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0657516339869281,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0723311546840959,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0789106753812636,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0854901960784314,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0920697167755991,0.0986492374727669,"N3 - maioria em R1","Pooling (P)"
0.0065359477124183,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0131154684095861,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0196949891067538,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0262745098039216,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0328540305010893,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0394335511982571,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0460130718954248,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0525925925925926,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0591721132897603,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0657516339869281,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0723311546840959,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0789106753812636,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0854901960784314,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0920697167755991,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0986492374727669,0.105228758169935,"N3 - maioria em R1","Pooling (P)"
0.0065359477124183,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0131154684095861,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0196949891067538,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0262745098039216,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0328540305010893,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0394335511982571,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0460130718954248,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0525925925925926,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0591721132897603,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0657516339869281,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0723311546840959,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0789106753812636,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0854901960784314,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0920697167755991,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0986492374727669,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.105228758169935,0.111808278867102,"N3 - maioria em R1","Pooling (P)"
0.0065359477124183,0.11838779956427,"N3 - maioria em R1","Pooling (P)"
0.0131154684095861,0.11838779956427,"N3 - maioria em R1","Pooling (P)"
0.0196949891067538,0.11838779956427,"N3 - maioria em R1","Pooling (P)"
0.0262745098039216,0.11838779956427,"N3 - maioria em R1","Pooling (P)"
0.0328540305010893,0.11838779956427,"N3 - maioria em R1","Pooling (P)"
