"node","status","N","pair_id","o_0","o_1","beta","nu","cell_id","selected_class","proposer_payoff","H_theta_0","H_theta_1"
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090809090909,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909073636,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909080909,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909083536,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909083636,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909083736,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909090809,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909090909,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909091009,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909093636,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909100909,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091009083636,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091009090909,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091909083636,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091909090909,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857042856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857132856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857142855,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.14285714285599,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857142856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.14285714285601,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857152856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857242856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.25,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.5,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.75,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.95,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.99999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.999999999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.99999999999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,1,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1e-14,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1e-12,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1e-08,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.05,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857042856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857132856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857142855,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.14285714285599,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857142856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.14285714285601,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857152856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857242856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.25,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571427571408,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142757142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428471408,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142847142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428571398,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.25714285714079,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428571408,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.25714285714081,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428571418,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857141857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857142847,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857142867,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857143857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428671408,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142867142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571429571408,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142957142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.5,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.75,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.95,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.99999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.999999999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.99999999999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,1e-14,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,1e-12,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,1e-08,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.05,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857042856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857132856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857142855,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.14285714285599,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857142856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.14285714285601,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857142857,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857152856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857242856,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.25,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459006393183,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590063934426,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459015393183,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590153934426,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393083,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393182,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393183,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393184,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393283,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163933426,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163934416,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163934426,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163934436,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163935426,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459017393183,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590173934426,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459026393183,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590263934426,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.5,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.75,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.95,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.99999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.999999999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.99999999999999,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,1,"N1-UNIQUE","E",1,0.125,0.249999999999
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,1e-14,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,1e-12,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,1e-08,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.05,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909089909090909,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909090809090909,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909090909080909,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909090909090809,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909090909090909,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909090909091009,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909090909100909,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909091009090909,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.0909091909090909,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857042858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857132858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857142857286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857142858276,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857142858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857142858296,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857142859286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857152858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.142857242858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.25,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.5,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.75,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.95,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.99999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.999999999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,0.99999999999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.5,1,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,1e-14,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,1e-12,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,1e-08,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.05,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857042858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857132858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857142857286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857142858276,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857142858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857142858296,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857142859286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857152858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.142857242858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.25,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142757142857,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142847142857,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142857141857,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142857142847,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142857142857,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142857142867,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142857143857,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142867142857,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.257142957142857,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.5,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.75,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.95,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.99999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.999999999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,0.99999999999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.9,1,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,1e-14,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,1e-12,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,1e-08,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.05,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857042858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857132858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857142857286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857142858276,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857142858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857142858296,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857142859286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857152858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.142857242858286,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.25,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590063934426,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590153934426,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590163933426,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590163934416,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590163934426,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590163934436,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590163935426,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590173934426,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.324590263934426,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.5,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.75,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.95,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.99999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.999999999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,0.99999999999999,"N1-UNIQUE","E",1,0.125,0.250000000001
"N1","PASS",5,"o1_above_tiny",0.125,0.250000000001,0.99,1,"N1-UNIQUE","E",1,0.125,0.250000000001
