"node","status","N","pair_id","o_0","o_1","beta","nu","cell_id","selected_class","proposer_payoff","H_theta_0","H_theta_1"
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.769230769230779,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.769230769231769,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.769230779230769,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.769230869230769,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.95,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.99999999,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.999999999999,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,0.99999999999999,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.5,1,"N3-C04-CROSS-E","E",0.75,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0,"N3-C03-CROSS-S","S",0.7525,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,1e-14,"N3-C03-CROSS-S","S",0.752499999999995,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,1e-12,"N3-C03-CROSS-S","S",0.752499999999473,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,1e-08,"N3-C03-CROSS-S","S",0.752499994725,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.05,"N3-C03-CROSS-S","S",0.726125,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.25,"N3-C03-CROSS-S","S",0.620625,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886155924171,"N3-C03-CROSS-S","S",0.55000005275,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886245924171,"N3-C03-CROSS-S","S",0.550000005275,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886255923171,"N3-C03-CROSS-S","S",0.550000000000528,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886255924161,"N3-C03-CROSS-S","S",0.550000000000005,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886255924171,"N3-C03-CROSS-S","S",0.55,0.0225,0.6975
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886255924181,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886255925171,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886265924171,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.383886355924171,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.5,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.75,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230669230769,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230759230769,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230769229769,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230769230759,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230769230769,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230769230779,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230769231769,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230779230769,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.769230869230769,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.95,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.99999999,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.999999999999,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,0.99999999999999,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.9,1,"N3-C04-CROSS-E","E",0.55,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0,"N3-C03-CROSS-S","S",0.72775,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,1e-14,"N3-C03-CROSS-S","S",0.727749999999995,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,1e-12,"N3-C03-CROSS-S","S",0.72774999999952,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,1e-08,"N3-C03-CROSS-S","S",0.7277499951975,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.05,"N3-C03-CROSS-S","S",0.7037375,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.25,"N3-C03-CROSS-S","S",0.6076875,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820826600729,"N3-C03-CROSS-S","S",0.505000048025,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820916600729,"N3-C03-CROSS-S","S",0.5050000048025,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820926599729,"N3-C03-CROSS-S","S",0.50500000000048,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820926600719,"N3-C03-CROSS-S","S",0.505000000000005,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820926600729,"N3-C03-CROSS-S","S",0.505,0.02475,0.76725
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820926600739,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820926601729,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463820936600729,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.463821026600729,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.5,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.75,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230669230769,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230759230769,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230769229769,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230769230759,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230769230769,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230769230779,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230769231769,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230779230769,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.769230869230769,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.95,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.99999999,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.999999999999,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,0.99999999999999,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"wide_cross",0.025,0.775,0.99,1,"N3-C04-CROSS-E","E",0.505,0.025,0.775
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0,"N3-C01-BELOW-S","S",0.8125,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,1e-14,"N3-C01-BELOW-S","S",0.812499999999993,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,1e-12,"N3-C01-BELOW-S","S",0.812499999999313,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,1e-08,"N3-C01-BELOW-S","S",0.812499993125,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.05,"N3-C01-BELOW-S","S",0.778125,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909089909083636,"N3-C01-BELOW-S","S",0.7500000687505,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909089909090909,"N3-C01-BELOW-S","S",0.75000006875,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090809083636,"N3-C01-BELOW-S","S",0.7500000068755,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090809090909,"N3-C01-BELOW-S","S",0.750000006875,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909073636,"N3-C01-BELOW-S","S",0.750000000001187,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909080909,"N3-C01-BELOW-S","S",0.750000000000687,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909083536,"N3-C01-BELOW-S","S",0.750000000000507,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909083636,"N3-C01-BELOW-S","S",0.7500000000005,0.0625,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909083736,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909090809,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909090909,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909091009,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909093636,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909090909100909,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091009083636,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091009090909,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091909083636,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.0909091909090909,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857042856,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857132856,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857142855,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.14285714285599,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857142856,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.14285714285601,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857142857,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857152856,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.142857242856,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.25,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.5,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.75,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.95,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.99999999,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.999999999999,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,0.99999999999999,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.5,1,"N3-C02-BELOW-P","P",0.7500000000005,0.1249999999995,0.1249999999995
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0,"N3-C01-BELOW-S","S",0.6625,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1e-14,"N3-C01-BELOW-S","S",0.662499999999996,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1e-12,"N3-C01-BELOW-S","S",0.662499999999563,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1e-08,"N3-C01-BELOW-S","S",0.662499995625,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.05,"N3-C01-BELOW-S","S",0.640625,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857042856,"N3-C01-BELOW-S","S",0.6000000437505,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857132856,"N3-C01-BELOW-S","S",0.6000000043755,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857142855,"N3-C01-BELOW-S","S",0.600000000000937,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.14285714285599,"N3-C01-BELOW-S","S",0.600000000000504,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857142856,"N3-C01-BELOW-S","S",0.6000000000005,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.14285714285601,"N3-C01-BELOW-S","S",0.600000000000496,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857142857,"N3-C01-BELOW-S","S",0.600000000000062,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857152856,"N3-C01-BELOW-S","S",0.5999999956255,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.142857242856,"N3-C01-BELOW-S","S",0.5999999562505,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.25,"N3-C01-BELOW-S","S",0.553125,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571427571408,"N3-C01-BELOW-S","S",0.5500000437509,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142757142857,"N3-C01-BELOW-S","S",0.55000004375,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428471408,"N3-C01-BELOW-S","S",0.5500000043759,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142847142857,"N3-C01-BELOW-S","S",0.550000004375,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428571398,"N3-C01-BELOW-S","S",0.550000000001338,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.25714285714079,"N3-C01-BELOW-S","S",0.550000000000904,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428571408,"N3-C01-BELOW-S","S",0.5500000000009,0.1125,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.25714285714081,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428571418,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857141857,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857142847,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857142857,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857142867,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142857143857,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571428671408,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142867142857,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.2571429571408,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.257142957142857,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.5,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.75,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.95,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.99999999,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.999999999999,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,0.99999999999999,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.9,1,"N3-C02-BELOW-P","P",0.5500000000009,0.2249999999991,0.2249999999991
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0,"N3-C01-BELOW-S","S",0.62875,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,1e-14,"N3-C01-BELOW-S","S",0.628749999999996,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,1e-12,"N3-C01-BELOW-S","S",0.628749999999619,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,1e-08,"N3-C01-BELOW-S","S",0.6287499961875,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.05,"N3-C01-BELOW-S","S",0.6096875,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857042856,"N3-C01-BELOW-S","S",0.57428575241115,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857132856,"N3-C01-BELOW-S","S",0.57428571809865,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857142855,"N3-C01-BELOW-S","S",0.574285714286531,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.14285714285599,"N3-C01-BELOW-S","S",0.574285714286154,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857142856,"N3-C01-BELOW-S","S",0.57428571428615,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.14285714285601,"N3-C01-BELOW-S","S",0.574285714286146,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857142857,"N3-C01-BELOW-S","S",0.574285714285769,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857152856,"N3-C01-BELOW-S","S",0.57428571047365,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.142857242856,"N3-C01-BELOW-S","S",0.57428567616115,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.25,"N3-C01-BELOW-S","S",0.5334375,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459006393183,"N3-C01-BELOW-S","S",0.50500003812599,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590063934426,"N3-C01-BELOW-S","S",0.505000038125,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459015393183,"N3-C01-BELOW-S","S",0.50500000381349,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590153934426,"N3-C01-BELOW-S","S",0.5050000038125,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393083,"N3-C01-BELOW-S","S",0.505000000001371,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393182,"N3-C01-BELOW-S","S",0.505000000000994,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393183,"N3-C01-BELOW-S","S",0.50500000000099,0.12375,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393184,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459016393283,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163933426,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163934416,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163934426,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163934436,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590163935426,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459017393183,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590173934426,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.32459026393183,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.324590263934426,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.5,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.75,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
"N3","PASS",5,"o1_below_tiny",0.125,0.249999999999,0.99,0.95,"N3-C02-BELOW-P","P",0.50500000000099,0.24749999999901,0.24749999999901
